id,type,name,discipline,builderEligible,interfaces,attributes
hunt-25-carbon-gravel-x-wide-650b,Wheel,Hunt 25 Carbon Gravel X-Wide 650b,multi,TRUE,"{""diameter"":""650b"",""brake_type"":""Disc"",""brake_mount"":""Centerlock"",""front_axle"":""12x100mm"",""rear_axle"":""12x142mm"",""freehub"":[""Shimano HG"",""SRAM XDR""]}","{""material"":""Carbon"",""weight"":1420,""rim_depth"":25,""internal_width"":27,""external_width"":32}"
reserve-22-gr-650b,Wheel,Reserve 22|GR 650b,multi,TRUE,"{""diameter"":""650b"",""brake_type"":""Disc"",""brake_mount"":""Centerlock"",""front_axle"":""12x100mm"",""rear_axle"":""12x142mm"",""freehub"":[""Shimano HG"",""SRAM XDR""]}","{""material"":""Carbon"",""weight"":1350,""rim_depth"":22,""internal_width"":22,""external_width"":28}"
dt-swiss-grc-1100-dicut-650b,Wheel,DT Swiss GRC 1100 DICUT 650b,multi,TRUE,"{""diameter"":""650b"",""brake_type"":""Disc"",""brake_mount"":""Centerlock"",""front_axle"":""12x100mm"",""rear_axle"":""12x142mm"",""freehub"":[""Shimano HG"",""SRAM XDR""]}","{""material"":""Carbon"",""weight"":1650,""rim_depth"":25,""internal_width"":24,""external_width"":30}"
mavic-allroad-sl-carbon-700c,Wheel,Mavic Allroad SL Carbon 700c,multi,TRUE,"{""diameter"":""700c"",""brake_type"":""Disc"",""brake_mount"":""Centerlock"",""front_axle"":""12x100mm"",""rear_axle"":""12x142mm"",""freehub"":[""Shimano HG"",""SRAM XDR""]}","{""material"":""Carbon"",""weight"":1550,""rim_depth"":30,""internal_width"":23,""external_width"":29}"
roval-terra-cl-700c,Wheel,Roval Terra CL 700c,multi,TRUE,"{""diameter"":""700c"",""brake_type"":""Disc"",""brake_mount"":""Centerlock"",""front_axle"":""12x100mm"",""rear_axle"":""12x142mm"",""freehub"":[""Shimano HG"",""SRAM XDR""]}","{""material"":""Carbon"",""weight"":1450,""rim_depth"":25,""internal_width"":25,""external_width"":31}"
fulcrum-rapid-red-al-700c,Wheel,Fulcrum Rapid Red AL 700c,multi,TRUE,"{""diameter"":""700c"",""brake_type"":""Disc"",""brake_mount"":""Centerlock"",""front_axle"":""12x100mm"",""rear_axle"":""12x142mm"",""freehub"":[""Shimano HG"",""SRAM XDR""]}","{""material"":""Alloy"",""weight"":1620,""rim_depth"":28,""internal_width"":23,""external_width"":29}"
easton-ec90-aero,Wheel,Easton EC90 Aero 55 Carbon 700c,multi,TRUE,"{""freehub"":[""Shimano HG"",""SRAM XDR""],""axle"":""142x12"",""brake"":""Disc""}","{""brand"":""Easton"",""size"":""700c"",""internal_width"":19,""depth"":55,""weight_g"":1480,""tubeless"":true}"
shimano-dura-ace-c50,Wheel,Shimano Dura-Ace C50 700c,multi,TRUE,"{""freehub"":[""Shimano HG""],""axle"":""142x12"",""brake"":""Disc""}","{""brand"":""Shimano"",""size"":""700c"",""internal_width"":21,""depth"":50,""weight_g"":1461,""tubeless"":true}"
shimano-ultegra-c36,Wheel,Shimano Ultegra C36 700c,multi,TRUE,"{""freehub"":[""Shimano HG""],""axle"":""142x12"",""brake"":""Disc""}","{""brand"":""Shimano"",""size"":""700c"",""internal_width"":21,""depth"":36,""weight_g"":1487,""tubeless"":true}"
shimano-xtr-m9100,Wheel,Shimano XTR M9100 29,multi,TRUE,"{""freehub"":[""Shimano Micro Spline""],""axle"":""Boost_148x12"",""brake"":""Disc""}","{""brand"":""Shimano"",""size"":""29"",""internal_width"":29,""weight_g"":1440,""tubeless"":true}"
sram-roam-60,Wheel,SRAM Roam 60 29,multi,TRUE,"{""freehub"":[""SRAM XD""],""axle"":""Boost_148x12"",""brake"":""Disc""}","{""brand"":""SRAM"",""size"":""29"",""internal_width"":30,""weight_g"":1850,""tubeless"":true}"
sram-rise-60,Wheel,SRAM Rise 60 29,multi,TRUE,"{""freehub"":[""SRAM XD""],""axle"":""Boost_148x12"",""brake"":""Disc""}","{""brand"":""SRAM"",""size"":""29"",""internal_width"":30,""weight_g"":1650,""tubeless"":true}"
spank-oozy-trail-395,Wheel,Spank Oozy Trail 395+ 29,multi,TRUE,"{""freehub"":[""Shimano HG"",""SRAM XD""],""axle"":""Boost_148x12"",""brake"":""Disc""}","{""brand"":""Spank"",""size"":""29"",""internal_width"":35,""weight_g"":2050,""tubeless"":true}"
wao-union,Wheel,We Are One Union 29,multi,TRUE,"{""freehub"":[""Shimano HG"",""SRAM XD"",""Shimano Micro Spline""],""axle"":""Boost_148x12"",""brake"":""Disc""}","{""brand"":""We Are One"",""size"":""29"",""internal_width"":32,""weight_g"":1680,""tubeless"":true}"
wao-convergence,Wheel,We Are One Convergence 700c,multi,TRUE,"{""freehub"":[""Shimano HG"",""SRAM XDR""],""axle"":""142x12"",""brake"":""Disc""}","{""brand"":""We Are One"",""size"":""700c"",""internal_width"":24,""weight_g"":1450,""tubeless"":true}"
roval-terra-clx,Wheel,Roval Terra CLX,gravel,TRUE,"{""position"": ""SET"", ""diameter"": ""700c"", ""axle_standard"": ""TA_12_100"", ""brake_interface"": ""DISC_CENTERLOCK"", ""freehub"": ""HG_11""}","{""category"": ""GRAVEL"", ""material"": ""CARBON"", ""rim_depth"": 33, ""internal_width"": 25, ""tubeless_ready"": true, ""weight"": 1490, ""price"": 2200}"
zipp-303-nsw,Wheel,Zipp 303 NSW,road,TRUE,"{""position"": ""SET"", ""diameter"": ""700c"", ""axle_standard"": ""TA_12_100"", ""brake_interface"": ""DISC_CENTERLOCK"", ""freehub"": ""HG_11""}","{""category"": ""ROAD"", ""material"": ""CARBON"", ""rim_depth"": 45, ""internal_width"": 21, ""tubeless_ready"": true, ""weight"": 1500, ""price"": 3100}"
zipp-404-nsw,Wheel,Zipp 404 NSW,road,TRUE,"{""position"": ""SET"", ""diameter"": ""700c"", ""axle_standard"": ""TA_12_100"", ""brake_interface"": ""DISC_CENTERLOCK"", ""freehub"": ""HG_11""}","{""category"": ""ROAD"", ""material"": ""CARBON"", ""rim_depth"": 58, ""internal_width"": 19, ""tubeless_ready"": true, ""weight"": 1550, ""price"": 3100}"
zipp-454-nsw,Wheel,Zipp 454 NSW,road,TRUE,"{""position"": ""SET"", ""diameter"": ""700c"", ""axle_standard"": ""TA_12_100"", ""brake_interface"": ""DISC_CENTERLOCK"", ""freehub"": ""HG_11""}","{""category"": ""ROAD"", ""material"": ""CARBON"", ""rim_depth"": 58, ""internal_width"": 19, ""tubeless_ready"": true, ""weight"": 1420, ""price"": 4200}"
enve-ses-34,Wheel,ENVE SES 3.4,road,TRUE,"{""position"":""SET"",""diameter"":""700c"",""axle_standard"":""TA_12_100"",""brake_interface"":""DISC_CENTERLOCK"",""freehub"":""HG_11""}","{""category"":""ROAD"",""material"":""CARBON"",""rim_depth"":""39/44mm"",""internal_width"":25,""tubeless_ready"":true,""weight"":1390,""price"":2850}"
enve-ses-45,Wheel,ENVE SES 4.5,road,TRUE,"{""position"":""SET"",""diameter"":""700c"",""axle_standard"":""TA_12_100"",""brake_interface"":""DISC_CENTERLOCK"",""freehub"":""HG_11""}","{""category"":""ROAD"",""material"":""CARBON"",""rim_depth"":""51/56mm"",""internal_width"":25,""tubeless_ready"":true,""weight"":1452,""price"":2850}"
enve-ses-67,Wheel,ENVE SES 6.7,road,TRUE,"{""position"":""SET"",""diameter"":""700c"",""axle_standard"":""TA_12_100"",""brake_interface"":""DISC_CENTERLOCK"",""freehub"":""HG_11""}","{""category"":""ROAD"",""material"":""CARBON"",""rim_depth"":""60/67mm"",""internal_width"":23,""tubeless_ready"":true,""weight"":1497,""price"":2850}"
reynolds-ar41-db,Wheel,Reynolds AR41 DB,road,TRUE,"{""position"": ""SET"", ""diameter"": ""700c"", ""axle_standard"": ""TA_12_100"", ""brake_interface"": ""DISC_CENTERLOCK"", ""freehub"": ""HG_11""}","{""category"": ""ROAD"", ""material"": ""CARBON"", ""rim_depth"": 41, ""internal_width"": 19, ""tubeless_ready"": true, ""weight"": 1630, ""price"": 1100}"
reynolds-ar58-db,Wheel,Reynolds AR58 DB,road,TRUE,"{""position"": ""SET"", ""diameter"": ""700c"", ""axle_standard"": ""TA_12_100"", ""brake_interface"": ""DISC_CENTERLOCK"", ""freehub"": ""HG_11""}","{""category"": ""ROAD"", ""material"": ""CARBON"", ""rim_depth"": 58, ""internal_width"": 19, ""tubeless_ready"": true, ""weight"": 1700, ""price"": 1200}"
dt-swiss-arc-1100-dicut-38,Wheel,DT Swiss ARC 1100 DICUT 38,road,TRUE,"{""position"": ""SET"", ""diameter"": ""700c"", ""axle_standard"": ""TA_12_100"", ""brake_interface"": ""DISC_CENTERLOCK"", ""freehub"": ""HG_11""}","{""category"": ""ROAD"", ""material"": ""CARBON"", ""rim_depth"": 38, ""internal_width"": 20, ""tubeless_ready"": true, ""weight"": 1292, ""price"": 2999}"
dt-swiss-arc-1100-dicut-50,Wheel,DT Swiss ARC 1100 DICUT 50,road,TRUE,"{""position"": ""SET"", ""diameter"": ""700c"", ""axle_standard"": ""TA_12_100"", ""brake_interface"": ""DISC_CENTERLOCK"", ""freehub"": ""HG_11""}","{""category"": ""ROAD"", ""material"": ""CARBON"", ""rim_depth"": 50, ""internal_width"": 20, ""tubeless_ready"": true, ""weight"": 1483, ""price"": 2999}"
dt-swiss-arc-1400-dicut-38,Wheel,DT Swiss ARC 1400 DICUT 38,road,TRUE,"{""position"": ""SET"", ""diameter"": ""700c"", ""axle_standard"": ""TA_12_100"", ""brake_interface"": ""DISC_CENTERLOCK"", ""freehub"": ""HG_11""}","{""category"": ""ROAD"", ""material"": ""CARBON"", ""rim_depth"": 38, ""internal_width"": 20, ""tubeless_ready"": true, ""weight"": 1361, ""price"": 2399}"
roval-rapide-clx-iii,Wheel,Roval Rapide CLX III,road,TRUE,"{""position"":""SET"",""diameter"":""700c"",""axle_standard"":""TA_12_100"",""brake_interface"":""DISC_CENTERLOCK"",""freehub"":""HG_11""}","{""category"":""ROAD"",""material"":""CARBON"",""rim_depth"":""51/60mm"",""internal_width"":21,""tubeless_ready"":true,""weight"":1305,""price"":3500}"
roval-rapide-cl-ii,Wheel,Roval Rapide CL II,road,TRUE,"{""position"":""SET"",""diameter"":""700c"",""axle_standard"":""TA_12_100"",""brake_interface"":""DISC_CENTERLOCK"",""freehub"":""HG_11""}","{""category"":""ROAD"",""material"":""CARBON"",""rim_depth"":""51/60mm"",""internal_width"":21,""tubeless_ready"":true,""weight"":1590,""price"":1750}"
shimano-dura-ace-c36,Wheel,Shimano Dura-Ace C36,road,TRUE,"{""position"": ""SET"", ""diameter"": ""700c"", ""axle_standard"": ""TA_12_100"", ""brake_interface"": ""DISC_CENTERLOCK"", ""freehub"": ""HG_11""}","{""category"": ""ROAD"", ""material"": ""CARBON"", ""rim_depth"": 36, ""internal_width"": 21, ""tubeless_ready"": true, ""weight"": 1398, ""price"": 2100}"
hunt-4-season-gravel,Wheel,Hunt 4 Season Gravel,gravel,TRUE,"{""position"": ""SET"", ""diameter"": ""700c"", ""axle_standard"": ""TA_12_100"", ""brake_interface"": ""DISC_CENTERLOCK"", ""freehub"": ""HG_11""}","{""category"": ""GRAVEL"", ""material"": ""ALUMINUM"", ""rim_depth"": 19, ""internal_width"": 25, ""tubeless_ready"": true, ""weight"": 1629, ""price"": 329}"
dt-swiss-grc-1400-dicut-30,Wheel,DT Swiss GRC 1400 DICUT 30,gravel,TRUE,"{""position"": ""SET"", ""diameter"": ""700c"", ""axle_standard"": ""TA_12_100"", ""brake_interface"": ""DISC_CENTERLOCK"", ""freehub"": ""HG_11""}","{""category"": ""GRAVEL"", ""material"": ""CARBON"", ""rim_depth"": 30, ""internal_width"": 24, ""tubeless_ready"": true, ""weight"": 1421, ""price"": 2399}"
dt-swiss-grc-1400-dicut-50,Wheel,DT Swiss GRC 1400 DICUT 50,gravel,TRUE,"{""position"": ""SET"", ""diameter"": ""700c"", ""axle_standard"": ""TA_12_100"", ""brake_interface"": ""DISC_CENTERLOCK"", ""freehub"": ""HG_11""}","{""category"": ""GRAVEL"", ""material"": ""CARBON"", ""rim_depth"": 50, ""internal_width"": 24, ""tubeless_ready"": true, ""weight"": 1631, ""price"": 2399}"
campagnolo-bora-wto-45,Wheel,Campagnolo Bora WTO 45,road,TRUE,"{""position"": ""SET"", ""diameter"": ""700c"", ""axle_standard"": ""TA_12_100"", ""brake_interface"": ""DISC_CENTERLOCK"", ""freehub"": ""HG_11""}","{""category"": ""ROAD"", ""material"": ""CARBON"", ""rim_depth"": 45, ""internal_width"": 19, ""tubeless_ready"": true, ""weight"": 1415, ""price"": 2800}"
campagnolo-bora-wto-60,Wheel,Campagnolo Bora WTO 60,road,TRUE,"{""position"": ""SET"", ""diameter"": ""700c"", ""axle_standard"": ""TA_12_100"", ""brake_interface"": ""DISC_CENTERLOCK"", ""freehub"": ""HG_11""}","{""category"": ""ROAD"", ""material"": ""CARBON"", ""rim_depth"": 60, ""internal_width"": 19, ""tubeless_ready"": true, ""weight"": 1505, ""price"": 2900}"
bontrager-aeolus-rsl-37,Wheel,Bontrager Aeolus RSL 37,road,TRUE,"{""position"": ""SET"", ""diameter"": ""700c"", ""axle_standard"": ""TA_12_100"", ""brake_interface"": ""DISC_CENTERLOCK"", ""freehub"": ""HG_11""}","{""category"": ""ROAD"", ""material"": ""CARBON"", ""rim_depth"": 37, ""internal_width"": 21, ""tubeless_ready"": true, ""weight"": 1285, ""price"": 2600}"
bontrager-aeolus-rsl-51,Wheel,Bontrager Aeolus RSL 51,road,TRUE,"{""position"": ""SET"", ""diameter"": ""700c"", ""axle_standard"": ""TA_12_100"", ""brake_interface"": ""DISC_CENTERLOCK"", ""freehub"": ""HG_11""}","{""category"": ""ROAD"", ""material"": ""CARBON"", ""rim_depth"": 51, ""internal_width"": 21, ""tubeless_ready"": true, ""weight"": 1395, ""price"": 2700}"
fulcrum-racing-zero-carbon-db,Wheel,Fulcrum Racing Zero Carbon DB,road,TRUE,"{""position"": ""SET"", ""diameter"": ""700c"", ""axle_standard"": ""TA_12_100"", ""brake_interface"": ""DISC_CENTERLOCK"", ""freehub"": ""HG_11""}","{""category"": ""ROAD"", ""material"": ""CARBON"", ""rim_depth"": 30, ""internal_width"": 19, ""tubeless_ready"": true, ""weight"": 1455, ""price"": 1800}"
prime-blackedition-38,Wheel,Prime BlackEdition 38,road,TRUE,"{""position"": ""SET"", ""diameter"": ""700c"", ""axle_standard"": ""TA_12_100"", ""brake_interface"": ""DISC_CENTERLOCK"", ""freehub"": ""HG_11""}","{""category"": ""ROAD"", ""material"": ""CARBON"", ""rim_depth"": 38, ""internal_width"": 21, ""tubeless_ready"": true, ""weight"": 1530, ""price"": 900}"
prime-blackedition-50,Wheel,Prime BlackEdition 50,road,TRUE,"{""position"": ""SET"", ""diameter"": ""700c"", ""axle_standard"": ""TA_12_100"", ""brake_interface"": ""DISC_CENTERLOCK"", ""freehub"": ""HG_11""}","{""category"": ""ROAD"", ""material"": ""CARBON"", ""rim_depth"": 50, ""internal_width"": 21, ""tubeless_ready"": true, ""weight"": 1620, ""price"": 950}"
mavic-aksium,Wheel,Mavic Aksium,road,TRUE,"{""position"": ""SET"", ""diameter"": ""700c"", ""axle_standard"": ""TA_12_100"", ""brake_interface"": ""DISC_CENTERLOCK"", ""freehub"": ""HG_11""}","{""category"": ""ROAD"", ""material"": ""ALUMINUM"", ""rim_depth"": 17, ""internal_width"": 17, ""tubeless_ready"": true, ""weight"": 1840, ""price"": 275}"
mavic-ksyrium-sl,Wheel,Mavic Ksyrium SL,road,TRUE,"{""position"": ""SET"", ""diameter"": ""700c"", ""axle_standard"": ""TA_12_100"", ""brake_interface"": ""DISC_CENTERLOCK"", ""freehub"": ""HG_11""}","{""category"": ""ROAD"", ""material"": ""ALUMINUM"", ""rim_depth"": 17, ""internal_width"": 17, ""tubeless_ready"": true, ""weight"": 1480, ""price"": 530}"
mavic-ksyrium-elite,Wheel,Mavic Ksyrium Elite,road,TRUE,"{""position"": ""SET"", ""diameter"": ""700c"", ""axle_standard"": ""TA_12_100"", ""brake_interface"": ""DISC_CENTERLOCK"", ""freehub"": ""HG_11""}","{""category"": ""ROAD"", ""material"": ""ALUMINUM"", ""rim_depth"": 17, ""internal_width"": 17, ""tubeless_ready"": true, ""weight"": 1550, ""price"": 450}"
dt-swiss-pr-1600-spline-23,Wheel,DT Swiss PR 1600 Spline 23,road,TRUE,"{""position"": ""SET"", ""diameter"": ""700c"", ""axle_standard"": ""TA_12_100"", ""brake_interface"": ""DISC_CENTERLOCK"", ""freehub"": ""HG_11""}","{""category"": ""ROAD"", ""material"": ""ALUMINUM"", ""rim_depth"": 23, ""internal_width"": 20, ""tubeless_ready"": true, ""weight"": 1665, ""price"": 450}"
fulcrum-racing-5-db,Wheel,Fulcrum Racing 5 DB,road,TRUE,"{""position"": ""SET"", ""diameter"": ""700c"", ""axle_standard"": ""TA_12_100"", ""brake_interface"": ""DISC_CENTERLOCK"", ""freehub"": ""HG_11""}","{""category"": ""ROAD"", ""material"": ""ALUMINUM"", ""rim_depth"": 24, ""internal_width"": 19, ""tubeless_ready"": true, ""weight"": 1730, ""price"": 350}"
hunt-race-aero-superdura,Wheel,Hunt Race Aero Superdura,road,TRUE,"{""position"": ""SET"", ""diameter"": ""700c"", ""axle_standard"": ""TA_12_100"", ""brake_interface"": ""DISC_CENTERLOCK"", ""freehub"": ""HG_11""}","{""category"": ""ROAD"", ""material"": ""ALUMINUM"", ""rim_depth"": 34, ""internal_width"": 20, ""tubeless_ready"": true, ""weight"": 1589, ""price"": 499}"
shimano-xt-hg801-12sp,Chain,Shimano XT HG801 12sp,multi,TRUE,"{""speeds"": 11}","{""speeds"": 11, ""weight"": 268, ""price"": 50}"
dt-swiss-xrc-1200-spline-275,Wheel,"DT Swiss XRC 1200 Spline 27.5""",multi,TRUE,"{""position"":""SET"",""diameter"":""27.5"",""axle_standard"":""TA_15_110"",""brake_interface"":""DISC_6BOLT"",""freehub"":""MICROSPLINE""}","{""category"":""XC"",""material"":""CARBON"",""wheel_size"":""27.5"",""internal_width"":30,""tubeless_ready"":true,""weight"":1250,""price"":2911}"
enve-m525-29,Wheel,"ENVE M525 29""",multi,TRUE,"{""position"":""SET"",""diameter"":""29"",""axle_standard"":""TA_15_110"",""brake_interface"":""DISC_6BOLT"",""freehub"":""MICROSPLINE""}","{""category"":""XC"",""material"":""CARBON"",""wheel_size"":""29"",""internal_width"":25,""tubeless_ready"":true,""weight"":1420,""price"":2600}"
enve-m525-275,Wheel,"ENVE M525 27.5""",multi,TRUE,"{""position"":""SET"",""diameter"":""27.5"",""axle_standard"":""TA_15_110"",""brake_interface"":""DISC_6BOLT"",""freehub"":""MICROSPLINE""}","{""category"":""XC"",""material"":""CARBON"",""wheel_size"":""27.5"",""internal_width"":25,""tubeless_ready"":true,""weight"":1380,""price"":2600}"
santa-cruz-reserve-30-29,Wheel,"Santa Cruz Reserve 30 29""",multi,TRUE,"{""position"":""SET"",""diameter"":""29"",""axle_standard"":""TA_15_110"",""brake_interface"":""DISC_6BOLT"",""freehub"":""MICROSPLINE""}","{""category"":""XC"",""material"":""CARBON"",""wheel_size"":""29"",""internal_width"":30,""tubeless_ready"":true,""weight"":1580,""price"":2200}"
santa-cruz-reserve-30-275,Wheel,"Santa Cruz Reserve 30 27.5""",multi,TRUE,"{""position"":""SET"",""diameter"":""27.5"",""axle_standard"":""TA_15_110"",""brake_interface"":""DISC_6BOLT"",""freehub"":""MICROSPLINE""}","{""category"":""XC"",""material"":""CARBON"",""wheel_size"":""27.5"",""internal_width"":30,""tubeless_ready"":true,""weight"":1540,""price"":2200}"
dt-swiss-xmc-1200-spline-29,Wheel,"DT Swiss XMC 1200 Spline 29""",multi,TRUE,"{""position"":""SET"",""diameter"":""29"",""axle_standard"":""TA_15_110"",""brake_interface"":""DISC_6BOLT"",""freehub"":""MICROSPLINE""}","{""category"":""TRAIL"",""material"":""CARBON"",""wheel_size"":""29"",""internal_width"":30,""tubeless_ready"":true,""weight"":1495,""price"":2911}"
dt-swiss-xmc-1200-spline-275,Wheel,"DT Swiss XMC 1200 Spline 27.5""",multi,TRUE,"{""position"":""SET"",""diameter"":""27.5"",""axle_standard"":""TA_15_110"",""brake_interface"":""DISC_6BOLT"",""freehub"":""MICROSPLINE""}","{""category"":""TRAIL"",""material"":""CARBON"",""wheel_size"":""27.5"",""internal_width"":30,""tubeless_ready"":true,""weight"":1450,""price"":2911}"
enve-m630-29,Wheel,"ENVE M630 29""",multi,TRUE,"{""position"":""SET"",""diameter"":""29"",""axle_standard"":""TA_15_110"",""brake_interface"":""DISC_6BOLT"",""freehub"":""MICROSPLINE""}","{""category"":""TRAIL"",""material"":""CARBON"",""wheel_size"":""29"",""internal_width"":30,""tubeless_ready"":true,""weight"":1680,""price"":2700}"
enve-m630-275,Wheel,"ENVE M630 27.5""",multi,TRUE,"{""position"":""SET"",""diameter"":""27.5"",""axle_standard"":""TA_15_110"",""brake_interface"":""DISC_6BOLT"",""freehub"":""MICROSPLINE""}","{""category"":""TRAIL"",""material"":""CARBON"",""wheel_size"":""27.5"",""internal_width"":30,""tubeless_ready"":true,""weight"":1640,""price"":2700}"
santa-cruz-reserve-37-29,Wheel,"Santa Cruz Reserve 37 29""",multi,TRUE,"{""position"":""SET"",""diameter"":""29"",""axle_standard"":""TA_15_110"",""brake_interface"":""DISC_6BOLT"",""freehub"":""MICROSPLINE""}","{""category"":""TRAIL"",""material"":""CARBON"",""wheel_size"":""29"",""internal_width"":32,""tubeless_ready"":true,""weight"":1720,""price"":2400}"
roval-traverse-sl-29,Wheel,"Roval Traverse SL 29""",multi,TRUE,"{""position"":""SET"",""diameter"":""29"",""axle_standard"":""TA_15_110"",""brake_interface"":""DISC_6BOLT"",""freehub"":""MICROSPLINE""}","{""category"":""TRAIL"",""material"":""CARBON"",""wheel_size"":""29"",""internal_width"":30,""tubeless_ready"":true,""weight"":1650,""price"":2000}"
industry-nine-trail-s-carbon-hydra-29,Wheel,"Industry Nine Trail S Carbon Hydra 29""",multi,TRUE,"{""position"":""SET"",""diameter"":""29"",""axle_standard"":""TA_15_110"",""brake_interface"":""DISC_6BOLT"",""freehub"":""MICROSPLINE""}","{""category"":""TRAIL"",""material"":""CARBON"",""wheel_size"":""29"",""internal_width"":30,""tubeless_ready"":true,""weight"":1720,""price"":2100}"
enve-m735-29,Wheel,"ENVE M735 29""",multi,TRUE,"{""position"":""SET"",""diameter"":""29"",""axle_standard"":""TA_15_110"",""brake_interface"":""DISC_6BOLT"",""freehub"":""MICROSPLINE""}","{""category"":""ENDURO"",""material"":""CARBON"",""wheel_size"":""29"",""internal_width"":35,""tubeless_ready"":true,""weight"":2051,""price"":2900}"
enve-m735-275,Wheel,"ENVE M735 27.5""",multi,TRUE,"{""position"":""SET"",""diameter"":""27.5"",""axle_standard"":""TA_15_110"",""brake_interface"":""DISC_6BOLT"",""freehub"":""MICROSPLINE""}","{""category"":""ENDURO"",""material"":""CARBON"",""wheel_size"":""27.5"",""internal_width"":35,""tubeless_ready"":true,""weight"":1946,""price"":2900}"
industry-nine-enduro-s-carbon-hydra-29,Wheel,"Industry Nine Enduro S Carbon Hydra 29""",multi,TRUE,"{""position"":""SET"",""diameter"":""29"",""axle_standard"":""TA_15_110"",""brake_interface"":""DISC_6BOLT"",""freehub"":""MICROSPLINE""}","{""category"":""ENDURO"",""material"":""CARBON"",""wheel_size"":""29"",""internal_width"":31,""tubeless_ready"":true,""weight"":1830,""price"":2335}"
industry-nine-enduro-s-carbon-hydra-275,Wheel,"Industry Nine Enduro S Carbon Hydra 27.5""",multi,TRUE,"{""position"":""SET"",""diameter"":""27.5"",""axle_standard"":""TA_15_110"",""brake_interface"":""DISC_6BOLT"",""freehub"":""MICROSPLINE""}","{""category"":""ENDURO"",""material"":""CARBON"",""wheel_size"":""27.5"",""internal_width"":31,""tubeless_ready"":true,""weight"":1690,""price"":2335}"
santa-cruz-reserve-40-29,Wheel,"Santa Cruz Reserve 40 29""",multi,TRUE,"{""position"":""SET"",""diameter"":""29"",""axle_standard"":""TA_15_110"",""brake_interface"":""DISC_6BOLT"",""freehub"":""MICROSPLINE""}","{""category"":""ENDURO"",""material"":""CARBON"",""wheel_size"":""29"",""internal_width"":35,""tubeless_ready"":true,""weight"":1920,""price"":2600}"
santa-cruz-reserve-40-275,Wheel,"Santa Cruz Reserve 40 27.5""",multi,TRUE,"{""position"":""SET"",""diameter"":""27.5"",""axle_standard"":""TA_15_110"",""brake_interface"":""DISC_6BOLT"",""freehub"":""MICROSPLINE""}","{""category"":""ENDURO"",""material"":""CARBON"",""wheel_size"":""27.5"",""internal_width"":35,""tubeless_ready"":true,""weight"":1880,""price"":2600}"
we-are-one-arrival-29,Wheel,"We Are One Arrival 29""",multi,TRUE,"{""position"":""SET"",""diameter"":""29"",""axle_standard"":""TA_15_110"",""brake_interface"":""DISC_6BOLT"",""freehub"":""MICROSPLINE""}","{""category"":""ENDURO"",""material"":""CARBON"",""wheel_size"":""29"",""internal_width"":33,""tubeless_ready"":true,""weight"":1850,""price"":2200}"
roval-traverse-fattie-sl-29,Wheel,"Roval Traverse Fattie SL 29""",multi,TRUE,"{""position"":""SET"",""diameter"":""29"",""axle_standard"":""TA_15_110"",""brake_interface"":""DISC_6BOLT"",""freehub"":""MICROSPLINE""}","{""category"":""ENDURO"",""material"":""CARBON"",""wheel_size"":""29"",""internal_width"":35,""tubeless_ready"":true,""weight"":1980,""price"":2200}"
enve-m930-29,Wheel,"ENVE M930 29""",multi,TRUE,"{""position"":""SET"",""diameter"":""29"",""axle_standard"":""TA_15_110"",""brake_interface"":""DISC_6BOLT"",""freehub"":""MICROSPLINE""}","{""category"":""DH"",""material"":""CARBON"",""wheel_size"":""29"",""internal_width"":30,""tubeless_ready"":true,""weight"":2214,""price"":2900}"
enve-m930-275,Wheel,"ENVE M930 27.5""",multi,TRUE,"{""position"":""SET"",""diameter"":""27.5"",""axle_standard"":""TA_15_110"",""brake_interface"":""DISC_6BOLT"",""freehub"":""MICROSPLINE""}","{""category"":""DH"",""material"":""CARBON"",""wheel_size"":""27.5"",""internal_width"":30,""tubeless_ready"":true,""weight"":2117,""price"":2900}"
dt-swiss-m-1900-spline-29,Wheel,"DT Swiss M 1900 Spline 29""",multi,TRUE,"{""position"":""SET"",""diameter"":""29"",""axle_standard"":""TA_15_110"",""brake_interface"":""DISC_6BOLT"",""freehub"":""MICROSPLINE""}","{""category"":""TRAIL"",""material"":""ALUMINUM"",""wheel_size"":""29"",""internal_width"":30,""tubeless_ready"":true,""weight"":1950,""price"":600}"
dt-swiss-m-1900-spline-275,Wheel,"DT Swiss M 1900 Spline 27.5""",multi,TRUE,"{""position"":""SET"",""diameter"":""27.5"",""axle_standard"":""TA_15_110"",""brake_interface"":""DISC_6BOLT"",""freehub"":""MICROSPLINE""}","{""category"":""TRAIL"",""material"":""ALUMINUM"",""wheel_size"":""27.5"",""internal_width"":30,""tubeless_ready"":true,""weight"":1910,""price"":600}"
mavic-crossmax-sl-s-29,Wheel,"Mavic Crossmax SL S 29""",multi,TRUE,"{""position"":""SET"",""diameter"":""29"",""axle_standard"":""TA_15_110"",""brake_interface"":""DISC_6BOLT"",""freehub"":""MICROSPLINE""}","{""category"":""XC"",""material"":""ALUMINUM"",""wheel_size"":""29"",""internal_width"":25,""tubeless_ready"":true,""weight"":1680,""price"":900}"
